2026-02-06 21:14:14 | DEBUG    | lintro.plugins.discovery:discover_all_tools:159 | Discovering tools...
2026-02-06 21:14:14 | DEBUG    | lintro.utils.async_tool_executor:run_tool_async:106 | Starting async execution of sqlfluff
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.base:_prepare_execution:383 | [sqlfluff] Preparing execution for 1 input paths
2026-02-06 21:14:14 | DEBUG    | lintro.utils.async_tool_executor:run_tool_async:106 | Starting async execution of clippy
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.base:_prepare_execution:383 | [clippy] Preparing execution for 1 input paths
2026-02-06 21:14:14 | DEBUG    | lintro.utils.async_tool_executor:run_tool_async:106 | Starting async execution of oxfmt
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.base:_prepare_execution:383 | [oxfmt] Preparing execution for 1 input paths
2026-02-06 21:14:14 | DEBUG    | lintro.utils.async_tool_executor:run_tool_async:106 | Starting async execution of prettier
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.base:_prepare_execution:383 | [prettier] Preparing execution for 1 input paths
2026-02-06 21:14:14 | DEBUG    | lintro.utils.async_tool_executor:run_tool_async:106 | Starting async execution of shfmt
2026-02-06 21:14:14 | DEBUG    | lintro.tools.core.command_builders:get_command:256 | Running in venv (/Users/eiteldagnin/Code/ui-framework/.venv), using python -m black
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.base:_prepare_execution:383 | [shfmt] Preparing execution for 1 input paths
2026-02-06 21:14:14 | DEBUG    | lintro.utils.async_tool_executor:run_tool_async:106 | Starting async execution of ruff
2026-02-06 21:14:14 | DEBUG    | lintro.tools.core.command_builders:get_command:256 | Running in venv (/Users/eiteldagnin/Code/ui-framework/.venv), using python -m ruff
2026-02-06 21:14:14 | DEBUG    | lintro.utils.async_tool_executor:run_tool_async:106 | Starting async execution of oxlint
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.base:_prepare_execution:383 | [oxlint] Preparing execution for 1 input paths
2026-02-06 21:14:14 | DEBUG    | lintro.utils.async_tool_executor:run_tool_async:106 | Starting async execution of rustfmt
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.base:_prepare_execution:383 | [rustfmt] Preparing execution for 1 input paths
2026-02-06 21:14:14 | DEBUG    | lintro.utils.async_tool_executor:run_tool_async:106 | Starting async execution of taplo
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.base:_prepare_execution:383 | [taplo] Preparing execution for 1 input paths
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.file_discovery:discover_files:108 | File discovery: 0 files matching ['*.sh', '*.bash', '*.ksh']
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.base:_prepare_execution:397 | [shfmt] Early exit: No .sh/.bash/.ksh files found to check.
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.file_discovery:discover_files:108 | File discovery: 1 files matching ['*.toml']
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.execution_preparation:prepare_execution:183 | Files to process: ['/Users/eiteldagnin/Code/ui-framework/pyproject.toml']
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.execution_preparation:prepare_execution:197 | Prepared execution: 1 files, cwd=/Users/eiteldagnin/Code/ui-framework, timeout=30.0s
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.base:_prepare_execution:402 | [taplo] Ready: 1 files, timeout=30.0s
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.subprocess_executor:run_subprocess:158 | Running subprocess: taplo fmt --check pyproject.toml (timeout=30.0s, cwd=/Users/eiteldagnin/Code/ui-framework)
2026-02-06 21:14:14 | DEBUG    | lintro.utils.async_tool_executor:run_tool_async:108 | Completed async execution of shfmt
2026-02-06 21:14:14 | DEBUG    | lintro.tools.core.command_builders:get_command:256 | Running in venv (/Users/eiteldagnin/Code/ui-framework/.venv), using python -m ruff
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.subprocess_executor:run_subprocess:158 | Running subprocess: /Users/eiteldagnin/Code/ui-framework/.venv/bin/python3 -m ruff check --output-format... (timeout=30.0s, cwd=None)
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.subprocess_executor:run_subprocess:179 | Subprocess taplo exited with code 1, stderr:  INFO taplo:format_files:collect_files: found files total=1 excluded=0 files=["/Users/eiteldagnin/Code/ui-framework/pyproject.toml"] cwd="/Users/eiteldagnin/Code/ui-framework"
ERROR taplo:format_files: the file is not properly formatted path="/Users/eiteldagnin/Code/ui-framework/pyproject.toml"
ERROR operation failed error=some files were not properly formatted

2026-02-06 21:14:14 | DEBUG    | lintro.plugins.subprocess_executor:run_subprocess:158 | Running subprocess: taplo lint pyproject.toml (timeout=30.0s, cwd=/Users/eiteldagnin/Code/ui-framework)
2026-02-06 21:14:14 | DEBUG    | lintro.tools.definitions.taplo:fix:346 | [TaploPlugin] Fixing: taplo fmt pyproject.toml (cwd=/Users/eiteldagnin/Code/ui-framework)
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.subprocess_executor:run_subprocess:158 | Running subprocess: taplo fmt pyproject.toml (timeout=30.0s, cwd=/Users/eiteldagnin/Code/ui-framework)
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.subprocess_executor:run_subprocess:158 | Running subprocess: taplo fmt --check pyproject.toml (timeout=30.0s, cwd=/Users/eiteldagnin/Code/ui-framework)
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.subprocess_executor:run_subprocess:158 | Running subprocess: taplo lint pyproject.toml (timeout=30.0s, cwd=/Users/eiteldagnin/Code/ui-framework)
2026-02-06 21:14:14 | DEBUG    | lintro.tools.core.command_builders:get_command:256 | Running in venv (/Users/eiteldagnin/Code/ui-framework/.venv), using python -m ruff
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.subprocess_executor:run_subprocess:158 | Running subprocess: /Users/eiteldagnin/Code/ui-framework/.venv/bin/python3 -m ruff format --check... (timeout=30.0s, cwd=None)
2026-02-06 21:14:14 | DEBUG    | lintro.utils.async_tool_executor:run_tool_async:108 | Completed async execution of taplo
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.file_discovery:discover_files:108 | File discovery: 37 files matching ['*.py', '*.pyi']
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.execution_preparation:prepare_execution:183 | Files to process: ['/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/__init__.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/analysis/__init__.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/analysis/detector.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/analysis/graph.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/analysis/narrative.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/analysis/verdict.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/cli.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/codegen/__init__.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/codegen/bdd.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/codegen/playwright_tests.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/core/__init__.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/core/browser.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/core/navigator.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/core/state.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/discovery/__init__.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/discovery/actions.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/discovery/elements.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/discovery/inputs.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/discovery/intent.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/js/__init__.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/reporting/__init__.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/reporting/html.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/reporting/terminal.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/storage/__init__.py', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/storage/db.py', '/Users/eiteldagnin/Code/ui-framework/tests/conftest.py', '/Users/eiteldagnin/Code/ui-framework/tests/test_actions.py', '/Users/eiteldagnin/Code/ui-framework/tests/test_bdd.py', '/Users/eiteldagnin/Code/ui-framework/tests/test_detector.py', '/Users/eiteldagnin/Code/ui-framework/tests/test_elements.py', '/Users/eiteldagnin/Code/ui-framework/tests/test_graph.py', '/Users/eiteldagnin/Code/ui-framework/tests/test_inputs.py', '/Users/eiteldagnin/Code/ui-framework/tests/test_intent.py', '/Users/eiteldagnin/Code/ui-framework/tests/test_narrative.py', '/Users/eiteldagnin/Code/ui-framework/tests/test_state.py', '/Users/eiteldagnin/Code/ui-framework/tests/test_verdict.py']
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.execution_preparation:prepare_execution:197 | Prepared execution: 37 files, cwd=/Users/eiteldagnin/Code/ui-framework, timeout=30.0s
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.base:_prepare_execution:402 | [black] Ready: 37 files, timeout=30.0s
2026-02-06 21:14:14 | DEBUG    | lintro.tools.core.command_builders:get_command:256 | Running in venv (/Users/eiteldagnin/Code/ui-framework/.venv), using python -m black
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.subprocess_executor:run_subprocess:158 | Running subprocess: /Users/eiteldagnin/Code/ui-framework/.venv/bin/python3 -m black --check reports/2026/02.February/06-02-2026/12.58.21/tests.py... (timeout=30.0s, cwd=/Users/eiteldagnin/Code/ui-framework)
2026-02-06 21:14:14 | DEBUG    | lintro.tools.core.command_builders:get_command:256 | Running in venv (/Users/eiteldagnin/Code/ui-framework/.venv), using python -m ruff
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.subprocess_executor:run_subprocess:158 | Running subprocess: /Users/eiteldagnin/Code/ui-framework/.venv/bin/python3 -m ruff check --fix... (timeout=30.0s, cwd=None)
2026-02-06 21:14:14 | DEBUG    | lintro.tools.core.command_builders:get_command:256 | Running in venv (/Users/eiteldagnin/Code/ui-framework/.venv), using python -m ruff
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.subprocess_executor:run_subprocess:158 | Running subprocess: /Users/eiteldagnin/Code/ui-framework/.venv/bin/python3 -m ruff format /Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/tests.py... (timeout=30.0s, cwd=None)
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.file_discovery:discover_files:108 | File discovery: 0 files matching ['*.rs']
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.base:_prepare_execution:397 | [rustfmt] Early exit: No .rs files found to check.
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.file_discovery:discover_files:108 | File discovery: 0 files matching ['*.rs', 'Cargo.toml']
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.base:_prepare_execution:397 | [clippy] Early exit: No .rs files found to check.
2026-02-06 21:14:14 | DEBUG    | lintro.utils.async_tool_executor:run_tool_async:108 | Completed async execution of rustfmt
2026-02-06 21:14:14 | DEBUG    | lintro.utils.async_tool_executor:run_tool_async:108 | Completed async execution of clippy
2026-02-06 21:14:14 | DEBUG    | lintro.utils.async_tool_executor:run_tool_async:108 | Completed async execution of ruff
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.file_discovery:discover_files:108 | File discovery: 22 files matching ['*.js', '*.mjs', '*.cjs', '*.jsx', '*.ts', '*.mts', '*.cts', '*.tsx', '*.vue', '*.svelte', '*.astro']
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.execution_preparation:prepare_execution:183 | Files to process: ['/Users/eiteldagnin/Code/ui-framework/report-ui/eslint.config.js', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/App.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/CommandBar.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/JourneyDetailPanel.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/JourneyList.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/JourneyRow.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/OutcomePanel.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/PageReference.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/StateGraph.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/StatsSummary.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/StepTimeline.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/StepTimelineNode.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/lib/flow-utils.ts', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/main.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/types.ts', '/Users/eiteldagnin/Code/ui-framework/report-ui/vite.config.ts', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/js/discovery.ts', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/js/dom_structure.ts', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/js/form_state.ts', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/js/keyboard_hints.ts', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/js/signals.ts', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/js/visible_text.ts']
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.execution_preparation:prepare_execution:197 | Prepared execution: 22 files, cwd=/Users/eiteldagnin/Code/ui-framework, timeout=30.0s
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.base:_prepare_execution:402 | [oxlint] Ready: 22 files, timeout=30.0s
2026-02-06 21:14:14 | DEBUG    | lintro.tools.definitions.oxlint:fix:367 | [OxlintPlugin] Checking: oxlint --format json report-ui/eslint.config.js report-ui/src/App.tsx report-ui/src/components/CommandBar.tsx report-ui/src/components/JourneyDetailPanel.tsx report-ui/src/components/JourneyList.tsx report-ui/src/components/JourneyRow.tsx report-ui/src/components/OutcomePanel.tsx report-ui/src/components/PageReference.tsx report-ui/src/components/StateGraph.tsx report-ui/src/components/StatsSummary.tsx report-ui/src/components/StepTimeline.tsx report-ui/src/components/StepTimelineNode.tsx report-ui/src/lib/flow-utils.ts report-ui/src/main.tsx report-ui/src/types.ts report-ui/vite.config.ts src/flowscout/js/discovery.ts src/flowscout/js/dom_structure.ts src/flowscout/js/form_state.ts src/flowscout/js/keyboard_hints.ts src/flowscout/js/signals.ts src/flowscout/js/visible_text.ts (cwd=/Users/eiteldagnin/Code/ui-framework)
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.subprocess_executor:run_subprocess:158 | Running subprocess: oxlint --format json report-ui/eslint.config.js report-ui/src/App.tsx... (timeout=30.0s, cwd=/Users/eiteldagnin/Code/ui-framework)
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.file_discovery:discover_files:108 | File discovery: 22 files matching ['*.js', '*.mjs', '*.cjs', '*.jsx', '*.ts', '*.mts', '*.cts', '*.tsx', '*.vue']
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.execution_preparation:prepare_execution:183 | Files to process: ['/Users/eiteldagnin/Code/ui-framework/report-ui/eslint.config.js', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/App.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/CommandBar.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/JourneyDetailPanel.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/JourneyList.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/JourneyRow.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/OutcomePanel.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/PageReference.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/StateGraph.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/StatsSummary.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/StepTimeline.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/components/StepTimelineNode.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/lib/flow-utils.ts', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/main.tsx', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/types.ts', '/Users/eiteldagnin/Code/ui-framework/report-ui/vite.config.ts', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/js/discovery.ts', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/js/dom_structure.ts', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/js/form_state.ts', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/js/keyboard_hints.ts', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/js/signals.ts', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/js/visible_text.ts']
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.execution_preparation:prepare_execution:197 | Prepared execution: 22 files, cwd=/Users/eiteldagnin/Code/ui-framework, timeout=30.0s
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.base:_prepare_execution:402 | [oxfmt] Ready: 22 files, timeout=30.0s
2026-02-06 21:14:14 | DEBUG    | lintro.tools.definitions.oxfmt:fix:318 | [OxfmtPlugin] Checking: oxfmt --list-different report-ui/eslint.config.js report-ui/src/App.tsx report-ui/src/components/CommandBar.tsx report-ui/src/components/JourneyDetailPanel.tsx report-ui/src/components/JourneyList.tsx report-ui/src/components/JourneyRow.tsx report-ui/src/components/OutcomePanel.tsx report-ui/src/components/PageReference.tsx report-ui/src/components/StateGraph.tsx report-ui/src/components/StatsSummary.tsx report-ui/src/components/StepTimeline.tsx report-ui/src/components/StepTimelineNode.tsx report-ui/src/lib/flow-utils.ts report-ui/src/main.tsx report-ui/src/types.ts report-ui/vite.config.ts src/flowscout/js/discovery.ts src/flowscout/js/dom_structure.ts src/flowscout/js/form_state.ts src/flowscout/js/keyboard_hints.ts src/flowscout/js/signals.ts src/flowscout/js/visible_text.ts (cwd=/Users/eiteldagnin/Code/ui-framework)
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.subprocess_executor:run_subprocess:158 | Running subprocess: oxfmt --list-different report-ui/eslint.config.js report-ui/src/App.tsx report-ui/src/components/CommandBar.tsx... (timeout=30.0s, cwd=/Users/eiteldagnin/Code/ui-framework)
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.file_discovery:discover_files:108 | File discovery: 24 files matching ['*.css', '*.scss', '*.less', '*.html', '*.json', '*.yaml', '*.yml', '*.md', '*.graphql']
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.execution_preparation:prepare_execution:183 | Files to process: ['/Users/eiteldagnin/Code/ui-framework/.claude/settings.local.json', '/Users/eiteldagnin/Code/ui-framework/.lintro/run-20260206-205244/report.html', '/Users/eiteldagnin/Code/ui-framework/.lintro/run-20260206-205244/report.md', '/Users/eiteldagnin/Code/ui-framework/CLAUDE.md', '/Users/eiteldagnin/Code/ui-framework/README.md', '/Users/eiteldagnin/Code/ui-framework/docs/ARCHITECTURE_AND_DATA_MODEL.md', '/Users/eiteldagnin/Code/ui-framework/docs/OPERATIONS_AND_WORKFLOWS.md', '/Users/eiteldagnin/Code/ui-framework/docs/PURPOSE_AND_SCOPE.md', '/Users/eiteldagnin/Code/ui-framework/docs/README.md', '/Users/eiteldagnin/Code/ui-framework/report-ui/.lintro/run-20260206-205206/report.html', '/Users/eiteldagnin/Code/ui-framework/report-ui/.lintro/run-20260206-205206/report.md', '/Users/eiteldagnin/Code/ui-framework/report-ui/.lintro/run-20260206-205237/report.html', '/Users/eiteldagnin/Code/ui-framework/report-ui/.lintro/run-20260206-205237/report.md', '/Users/eiteldagnin/Code/ui-framework/report-ui/README.md', '/Users/eiteldagnin/Code/ui-framework/report-ui/index.html', '/Users/eiteldagnin/Code/ui-framework/report-ui/package.json', '/Users/eiteldagnin/Code/ui-framework/report-ui/public/flow_bundle.json', '/Users/eiteldagnin/Code/ui-framework/report-ui/src/index.css', '/Users/eiteldagnin/Code/ui-framework/report-ui/tsconfig.app.json', '/Users/eiteldagnin/Code/ui-framework/report-ui/tsconfig.json', '/Users/eiteldagnin/Code/ui-framework/report-ui/tsconfig.node.json', '/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/report.html', '/Users/eiteldagnin/Code/ui-framework/reports/2026/02.February/06-02-2026/12.58.21/result.json', '/Users/eiteldagnin/Code/ui-framework/src/flowscout/js/tsconfig.json']
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.execution_preparation:prepare_execution:197 | Prepared execution: 24 files, cwd=/Users/eiteldagnin/Code/ui-framework, timeout=30.0s
2026-02-06 21:14:14 | DEBUG    | lintro.plugins.base:_prepare_execution:402 | [prettier] Ready: 24 files, timeout=30.0s
2026-02-06 21:14:14 | DEBUG    | lintro.tools.definitions.prettier:fix:420 | [PrettierPlugin] No prettier config file found (using defaults)
